id,pred,split
websrc_websrc_1_3_3482,10 June 2019,public
websrc_websrc_1_3_3796,Cheyenne Goh,public
websrc_websrc_1_3_4539,Low,public
websrc_websrc_1_3_4581,Call of Duty: Black Ops,public
websrc_websrc_1_3_4655,Minecraft,public
websrc_websrc_1_3_4679,7,public
websrc_websrc_1_3_4806,2008,public
websrc_websrc_1_3_4816,Amber Gress,public
websrc_websrc_1_3_4866,Xbox 360,public
websrc_websrc_1_3_5011,Clean,public
websrc_websrc_1_3_5344,Kendrick,public
websrc_websrc_1_3_5530,The New York Times,public
websrc_websrc_1_3_5537,80,public
websrc_websrc_1_3_5551,09 November 2018,public
websrc_websrc_1_3_6285,20 July 2020,public
websrc_websrc_1_3_6533,Low,public
websrc_websrc_1_3_6554,Animal Crossing: New Horizons,public
websrc_websrc_1_3_6878,Little Nightmares II,public
websrc_websrc_1_4_626,Capcom,public
websrc_websrc_1_4_677,Ubisoft Entertainment,public
websrc_websrc_1_4_1256,Yes,public
websrc_websrc_1_4_2063,"Koei Tecmo, Hamster Corporation",public
websrc_websrc_1_4_2297,Darkened Skye,public
websrc_websrc_1_4_2302,"January 27, 2002",public
websrc_websrc_1_4_2545,Yes,public
websrc_websrc_1_4_3287,yes,public
websrc_websrc_1_4_3530,yes,public
websrc_websrc_1_5_174,1 - 4 yrs,public
websrc_websrc_1_5_197,2 - 7 yrs,public
websrc_websrc_1_5_383,21 Mar 2020,public
websrc_websrc_1_5_734,Krishna Consultants,public
websrc_websrc_1_5_978,3.50 - 6.25 Lacs,public
websrc_websrc_1_5_1281,40000.00 - 70000.00 Lacs PA,public
websrc_websrc_1_5_1341,5 - 10 yrs,public
websrc_websrc_1_5_1372,21 days ago,public
websrc_websrc_1_5_1385,3.25 - 5.25 Lacs PA,public
websrc_websrc_1_5_1483,1 - 2 yrs,public
websrc_websrc_1_5_1690,5 - 10 yrs,public
websrc_websrc_1_5_2402,3 - 6 yrs,public
websrc_websrc_1_5_2649,2 - 7 yrs,public
websrc_websrc_1_5_2764,3.60 - 6.50 Lacs / annum,public
websrc_websrc_1_5_3967,Ahmedabad,public
websrc_websrc_1_5_4125,0 - 3 yrs,public
websrc_websrc_1_5_4140,12 - 15 yrs,public
websrc_websrc_1_5_4170,1 - 2 yrs,public
websrc_websrc_1_5_4551,1 - 4 yrs,public
websrc_websrc_1_6_156,Captain America: Civil War (Spanish),public
websrc_websrc_1_6_1103,Teenage Mutant Ninja Turtles: Out of the Shadows,public
websrc_websrc_1_6_1378,"action, adventure, family, kids",public
websrc_websrc_1_6_1399,Yes,public
websrc_websrc_1_6_1735,First Dates,public
websrc_websrc_1_6_1772,2020,public
websrc_websrc_1_6_1958,143 min.,public
websrc_websrc_1_6_2338,No,public
websrc_websrc_1_6_4007,Fantasy,public
websrc_websrc_1_7_112,3/6 GB,public
websrc_websrc_1_7_201,10W charger,public
websrc_websrc_1_7_513,13 MP,public
websrc_websrc_1_7_665,Expandable up to 1TB,public
websrc_websrc_1_7_666,Samsung Galaxy A20,public
websrc_websrc_1_7_787,6.3 inches,public
websrc_websrc_1_7_2071,6 GB LPDDR4X,public
websrc_websrc_1_7_2400,"12,499",public
websrc_websrc_1_7_2537,Android 9 Pie,public
websrc_websrc_1_7_2585,16MP with f/2.0 aperture,public
websrc_websrc_1_7_2717,512GB,public
websrc_websrc_1_7_3108,"216 x 1080, 800 x 480",public
websrc_websrc_1_7_3136,4 GB,public
websrc_websrc_1_7_3573,Android Nougat 7.1.1,public
websrc_websrc_1_7_3651,13 MP,public
websrc_websrc_1_7_3895,"Android 8.1, Oreo-based MIUI 10",public
websrc_websrc_1_7_4176,16MP with f/2.0 aperture,public
websrc_websrc_1_7_4184,"Android 8.1, up to 10, OxygenOS 10",public
websrc_websrc_1_7_4565,155g,public
websrc_websrc_1_7_5232,Vivo Nex 3,public
websrc_websrc_1_8_51,8/4/1977,public
websrc_websrc_1_8_120,9,public
websrc_websrc_1_8_427,Dustin Kensrue,public
websrc_websrc_1_8_507,D.J. Fluker,public
websrc_websrc_1_8_861,Washington,public
websrc_websrc_1_8_895,dob,public
websrc_websrc_1_8_1262,226 lbs,public
websrc_websrc_1_8_1374,"6'3""",public
websrc_websrc_1_8_1718,Shake Milton,public
websrc_websrc_1_8_1729,8/15/2000,public
websrc_websrc_1_8_2344,Jeff Driskel,public
websrc_websrc_1_8_2788,220,public
websrc_websrc_1_8_2929,6-9,public
websrc_websrc_1_8_3007,220,public
websrc_websrc_1_8_3422,Kentucky,public
websrc_websrc_1_8_3469,Kansas State,public
websrc_websrc_1_8_3683,PG,public
websrc_websrc_1_8_3714,Reggie Bullock,public
websrc_websrc_1_8_3752,29,public
websrc_websrc_1_8_3815,Ricky Frazier,public
websrc_websrc_1_8_3938,Tennessee,public
websrc_websrc_1_8_4278,0,public
websrc_websrc_1_8_4399,Mario Chalmers,public
websrc_websrc_1_8_4763,23,public
websrc_websrc_1_8_5145,Baylor,public
websrc_websrc_1_8_5729,3/18/1994,public
websrc_websrc_1_8_6157,220 lbs,public
websrc_websrc_1_8_6392,220,public
websrc_websrc_1_8_6405,Reggie Dillard,public
websrc_websrc_1_8_6485,6/19/1996,public
websrc_websrc_1_8_6605,Darnell Dinkins,public
websrc_websrc_1_8_6675,Dustin Pedroia,public
websrc_websrc_1_8_6908,235 lbs,public
websrc_websrc_1_9_245,1,public
websrc_websrc_1_9_454,0,public
websrc_websrc_1_9_486,27,public
websrc_websrc_1_9_666,70.9,public
websrc_websrc_1_9_1417,0,public
websrc_websrc_1_9_1541,0,public
websrc_websrc_1_9_1656,10,public
websrc_websrc_1_9_1725,101,public
websrc_websrc_1_9_1815,21,public
websrc_websrc_1_9_2276,21,public
websrc_websrc_1_9_2315,IND,public
websrc_websrc_1_9_2757,10th,public
websrc_websrc_1_9_3032,IND,public
websrc_websrc_1_9_3090,Buccaneers,public
websrc_websrc_1_9_3315,22,public
websrc_websrc_1_9_3448,England,public
websrc_websrc_1_9_3701,England,public
websrc_websrc_1_9_4022,2782,public
websrc_websrc_1_9_4221,13,public
websrc_websrc_1_9_4427,100,public
websrc_websrc_1_9_4463,24,public
websrc_websrc_1_9_4528,22,public
websrc_websrc_1_9_4844,331,public
websrc_websrc_1_9_4862,0,public
websrc_websrc_1_9_5155,KIA Tigers,public
websrc_websrc_1_9_5347,Yomiuri Giants,public
websrc_websrc_1_9_6401,20,public
websrc_websrc_1_9_7251,22,public
websrc_websrc_1_9_7302,15,public
wtq_wtq_1_1_0,Lake Tuz,public
wtq_wtq_1_2_0,China,public
wtq_wtq_1_4_3,M939A1,public
wtq_wtq_1_9_3,10,public
wtq_wtq_1_9_9,2011,public
wtq_wtq_1_11_0,2,public
wtq_wtq_1_11_8,1,public
wtq_wtq_1_11_9,new zealand,public
wtq_wtq_1_16_5,A1 Team France,public
wtq_wtq_1_17_5,4,public
wtq_wtq_1_17_10,Chevrolet Silverado,public
wtq_wtq_1_21_2,Veteran,public
wtq_wtq_1_23_9,19,public
wtq_wtq_1_24_9,2,public
wtq_wtq_1_25_10,Newcastle Knights,public
wtq_wtq_1_26_4,2,public
wtq_wtq_1_28_9,1908,public
wtq_wtq_1_29_1,KwaZulu-Natal,public
wtq_wtq_1_31_3,4:25,public
wtq_wtq_1_32_6,2,public
wtq_wtq_1_33_0,1996,public
wtq_wtq_1_34_3,Quebec,public
wtq_wtq_1_35_3,Hindoocraft,public
wtq_wtq_1_36_4,2,public
wtq_wtq_1_36_9,3,public
wtq_wtq_1_36_10,2000,public
wtq_wtq_1_38_1,Silver,public
wtq_wtq_1_39_3,Albert Sylvig,public
wtq_wtq_1_40_2,RTV,public
wtq_wtq_1_41_4,21,public
wtq_wtq_1_44_10,16,public
wtq_wtq_1_50_1,6,public
wtq_wtq_1_50_6,Germany,public
wtq_wtq_1_53_0,2,public
wtq_wtq_1_56_4,5,public
wtq_wtq_1_56_14,Steven Bell,public
wtq_wtq_1_57_10,10,public
wtq_wtq_1_58_1,1940,public
wtq_wtq_1_58_3,4,public
wtq_wtq_1_59_2,"3,000",public
wtq_wtq_1_59_5,1,public
wtq_wtq_1_61_9,Tamworth,public
wtq_wtq_1_63_12,"2,392",public
wtq_wtq_1_69_5,2,public
wtq_wtq_1_72_2,Liverpool,public
wtq_wtq_1_75_6,4,public
wtq_wtq_1_75_12,3,public
wtq_wtq_1_76_4,Love,public
wtq_wtq_1_77_2,no,public
wtq_wtq_1_78_5,Democratic,public
wtq_wtq_1_79_2,3,public
wtq_wtq_1_79_3,4,public
wtq_wtq_1_79_6,Detroit Waza,public
wtq_wtq_1_80_9,15,public
wtq_wtq_1_82_5,2,public
wtq_wtq_1_83_0,La Didone,public
wtq_wtq_1_84_4,4,public
wtq_wtq_1_84_5,3,public
wtq_wtq_1_88_3,"""His Name""",public
wtq_wtq_1_88_4,15,public
wtq_wtq_1_88_11,11,public
wtq_wtq_1_90_5,Ryan King,public
wtq_wtq_1_94_4,Karen Andrews,public
wtq_wtq_1_94_6,7,public
wtq_wtq_1_95_1,2,public
wtq_wtq_1_95_2,Yavne,public
wtq_wtq_1_96_0,3,public
wtq_wtq_1_96_1,11,public
wtq_wtq_1_96_4,10,public
wtq_wtq_1_96_13,Paris-Orly,public
wtq_wtq_1_98_10,dean smith,public
wtq_wtq_1_100_0,5th,public
wtq_wtq_1_100_1,2005,public
wtq_wtq_1_103_7,Poland,public
wtq_wtq_1_104_7,"""Exodus""",public
wtq_wtq_1_104_9,0,public
wtq_wtq_1_106_5,Gold,public
wtq_wtq_1_112_1,1948,public
wtq_wtq_1_112_5,F. W. Smith,public
wtq_wtq_1_116_1,Tim Duncan,public
wtq_wtq_1_120_4,100,public
wtq_wtq_1_121_6,2,public
wtq_wtq_1_122_8,2,public
wtq_wtq_1_126_8,SP&S 700,public
wtq_wtq_1_128_1,Super Sprint,public
wtq_wtq_1_128_12,2,public
wtq_wtq_1_129_0,2,public
wtq_wtq_1_129_12,1998,public
wtq_wtq_1_132_2,0.01,public
wtq_wtq_1_133_5,535,public
wtq_wtq_1_135_5,3,public
wtq_wtq_1_135_9,Felipe Massa,public
wtq_wtq_1_135_11,4,public
wtq_wtq_1_136_5,L. Creamer,public
wtq_wtq_1_137_3,EMI,public
wtq_wtq_1_141_5,"""Return""",public
wtq_wtq_1_143_0,"""You Are""",public
wtq_wtq_1_143_8,"""Eleanor Rigby""",public
wtq_wtq_1_150_6,US 99,public
wtq_wtq_1_151_6,1,public
wtq_wtq_1_151_7,4,public
wtq_wtq_1_151_9,4,public
wtq_wtq_1_153_13,China,public
wtq_wtq_1_155_11,Karin Oberhofer,public
wtq_wtq_1_161_3,6,public
wtq_wtq_1_162_8,yes,public
wtq_wtq_1_162_9,2012,public
wtq_wtq_1_164_8,best actor,public
wtq_wtq_1_164_10,2007,public
wtq_wtq_1_166_5,1970,public
wtq_wtq_1_169_5,Bosnia and Herzegovina,public
wtq_wtq_1_177_5,cumberland,public
wtq_wtq_1_180_0,5,public
wtq_wtq_1_181_3,120,public
wtq_wtq_1_182_7,1970,public
wtq_wtq_1_183_6,11,public
wtq_wtq_1_183_14,14,public
wtq_wtq_1_192_4,yes,public
wtq_wtq_1_193_11,0.23,public
wtq_wtq_1_194_8,KKPR,public
wtq_wtq_1_194_11,2,public
wtq_wtq_1_195_7,"""Oruvan Oruvan""",public
wtq_wtq_1_199_0,no,public
wtq_wtq_1_199_1,4,public
wtq_wtq_1_201_1,will.i.am,public
wtq_wtq_1_201_6,3,public
wtq_wtq_1_202_12,4,public
wtq_wtq_1_205_0,2,public
wtq_wtq_1_205_1,yes,public
wtq_wtq_1_207_1,10,public
wtq_wtq_1_211_3,7,public
wtq_wtq_1_214_1,3,public
wtq_wtq_1_214_5,1955,public
wtq_wtq_1_215_9,32,public
wtq_wtq_1_216_4,2,public
wtq_wtq_1_218_3,10 years,public
wtq_wtq_1_218_5,Pearl Services,public
wtq_wtq_1_220_2,"$10,000",public
wtq_wtq_1_221_1,Wrocław,public
wtq_wtq_1_223_3,Tennessee,public
wtq_wtq_1_223_4,Tennessee,public
wtq_wtq_1_228_0,2,public
wtq_wtq_1_230_10,2,public
wtq_wtq_1_231_8,Chris Gayle,public
wtq_wtq_1_232_3,4,public
wtq_wtq_1_234_5,5,public
wtq_wtq_1_234_8,M. M. Roberts Stadium,public
wtq_wtq_1_236_2,5,public
wtq_wtq_1_236_4,47.80,public
wtq_wtq_1_236_6,10,public
wtq_wtq_1_236_10,8,public
wtq_wtq_1_237_5,Automatic,public
wtq_wtq_1_239_8,Tom Conley,public
wtq_wtq_1_240_5,2,public
wtq_wtq_1_242_5,2006,public
wtq_wtq_1_244_6,2,public
wtq_wtq_1_247_3,3,public
wtq_wtq_1_249_4,3,public
wtq_wtq_1_250_9,2.5,public
wtq_wtq_1_250_10,"Guadalajara, Jalisco",public
wtq_wtq_1_251_3,20 August 2004,public
wtq_wtq_1_251_10,8,public
wtq_wtq_1_252_4,Paris,public
wtq_wtq_1_253_12,6,public
wtq_wtq_1_257_11,David Dananus,public
wtq_wtq_1_259_4,above,public
wtq_wtq_1_259_6,1987/88,public
wtq_wtq_1_260_4,St. Louis Cardinals,public
wtq_wtq_1_266_1,2,public
wtq_wtq_1_266_9,Gergely Rudolf,public
wtq_wtq_1_267_6,4,public
wtq_wtq_1_268_0,6,public
wtq_wtq_1_268_5,1968,public
wtq_wtq_1_271_4,10,public
wtq_wtq_1_271_6,January,public
wtq_wtq_1_274_6,1500m,public
wtq_wtq_1_275_13,Scareoke,public
wtq_wtq_1_276_3,8,public
wtq_wtq_1_277_5,2,public
wtq_wtq_1_278_0,10-14 days,public
wtq_wtq_1_280_4,Economist Party of Corrientes,public
wtq_wtq_1_283_1,1 year,public
wtq_wtq_1_284_5,0:00,public
wtq_wtq_1_285_4,"1,000",public
wtq_wtq_1_286_0,January,public
wtq_wtq_1_286_4,April,public
wtq_wtq_1_288_9,2,public
wtq_wtq_1_288_10,India's Got Talent,public
wtq_wtq_1_291_0,July,public
wtq_wtq_1_292_8,Red Wings,public
wtq_wtq_1_301_4,Best Romantic Movie,public
wtq_wtq_1_308_6,3,public
wtq_wtq_1_308_9,Randy Ferbey,public
wtq_wtq_1_309_0,10,public
wtq_wtq_1_309_10,2006,public
wtq_wtq_1_315_4,James Earle Fraser,public
wtq_wtq_1_320_0,6,public
wtq_wtq_1_322_2,5,public
wtq_wtq_1_329_5,RoboCop,public
wtq_wtq_1_331_1,20,public
iconqa_fill_in_blank_iconqa_1_13,5,public
iconqa_fill_in_blank_iconqa_1_26,3,public
iconqa_fill_in_blank_iconqa_1_47,82,public
iconqa_fill_in_blank_iconqa_1_102,25,public
iconqa_fill_in_blank_iconqa_1_108,10,public
iconqa_fill_in_blank_iconqa_1_122,4,public
iconqa_fill_in_blank_iconqa_1_130,3,public
iconqa_fill_in_blank_iconqa_1_131,6,public
iconqa_fill_in_blank_iconqa_1_177,4,public
iconqa_fill_in_blank_iconqa_1_187,4,public
iconqa_fill_in_blank_iconqa_1_192,5,public
iconqa_fill_in_blank_iconqa_1_229,3,public
iconqa_fill_in_blank_iconqa_1_260,5,public
iconqa_fill_in_blank_iconqa_1_271,2,public
iconqa_fill_in_blank_iconqa_1_284,quarter,public
iconqa_fill_in_blank_iconqa_1_292,3,public
iconqa_fill_in_blank_iconqa_1_322,4,public
iconqa_fill_in_blank_iconqa_1_326,3,public
iconqa_fill_in_blank_iconqa_1_356,2,public
iconqa_fill_in_blank_iconqa_1_372,4,public
iconqa_fill_in_blank_iconqa_1_379,3,public
iconqa_fill_in_blank_iconqa_1_383,40,public
iconqa_fill_in_blank_iconqa_1_396,2,public
iconqa_fill_in_blank_iconqa_1_413,1,public
iconqa_fill_in_blank_iconqa_1_418,4,public
iconqa_fill_in_blank_iconqa_1_419,20,public
iconqa_fill_in_blank_iconqa_1_449,5,public
iconqa_fill_in_blank_iconqa_1_456,quarter,public
iconqa_fill_in_blank_iconqa_1_469,24,public
iconqa_fill_in_blank_iconqa_1_511,3,public
iconqa_fill_in_blank_iconqa_1_566,8,public
iconqa_fill_in_blank_iconqa_1_571,6,public
iconqa_fill_in_blank_iconqa_1_585,10,public
iconqa_fill_in_blank_iconqa_1_626,4,public
iconqa_fill_in_blank_iconqa_1_636,4,public
iconqa_fill_in_blank_iconqa_1_647,6,public
iconqa_fill_in_blank_iconqa_1_653,2,public
iconqa_fill_in_blank_iconqa_1_655,3,public
iconqa_fill_in_blank_iconqa_1_666,4,public
iconqa_fill_in_blank_iconqa_1_669,50,public
iconqa_fill_in_blank_iconqa_1_700,62,public
iconqa_fill_in_blank_iconqa_1_787,5,public
iconqa_fill_in_blank_iconqa_1_814,1,public
iconqa_fill_in_blank_iconqa_1_858,4,public
iconqa_fill_in_blank_iconqa_1_864,3,public
iconqa_fill_in_blank_iconqa_1_870,3,public
iconqa_fill_in_blank_iconqa_1_881,22,public
iconqa_fill_in_blank_iconqa_1_895,6,public
iconqa_fill_in_blank_iconqa_1_898,7,public
iconqa_fill_in_blank_iconqa_1_899,6,public
iconqa_fill_in_blank_iconqa_1_902,5,public
iconqa_fill_in_blank_iconqa_1_914,2,public
iconqa_fill_in_blank_iconqa_1_933,6,public
iconqa_fill_in_blank_iconqa_1_938,4,public
iconqa_fill_in_blank_iconqa_1_952,3,public
iconqa_fill_in_blank_iconqa_1_953,6,public
iconqa_fill_in_blank_iconqa_1_1002,76,public
iconqa_fill_in_blank_iconqa_1_1003,2,public
iconqa_fill_in_blank_iconqa_1_1010,2,public
iconqa_fill_in_blank_iconqa_1_1029,71,public
iconqa_fill_in_blank_iconqa_1_1076,4,public
iconqa_fill_in_blank_iconqa_1_1078,1,public
iconqa_fill_in_blank_iconqa_1_1083,2,public
iconqa_fill_in_blank_iconqa_1_1084,"1,800",public
iconqa_fill_in_blank_iconqa_1_1092,800,public
iconqa_fill_in_blank_iconqa_1_1093,3,public
iconqa_fill_in_blank_iconqa_1_1096,10,public
iconqa_fill_in_blank_iconqa_1_1105,4,public
iconqa_fill_in_blank_iconqa_1_1126,6,public
iconqa_fill_in_blank_iconqa_1_1138,3,public
iconqa_fill_in_blank_iconqa_1_1139,3,public
iconqa_fill_in_blank_iconqa_1_1185,2,public
iconqa_fill_in_blank_iconqa_1_1200,4,public
iconqa_fill_in_blank_iconqa_1_1202,5,public
iconqa_fill_in_blank_iconqa_1_1288,4,public
iconqa_fill_in_blank_iconqa_1_1292,3,public
iconqa_fill_in_blank_iconqa_1_1328,2,public
iconqa_fill_in_blank_iconqa_1_1378,3,public
iconqa_fill_in_blank_iconqa_1_1393,2,public
iconqa_fill_in_blank_iconqa_1_1408,3,public
iconqa_fill_in_blank_iconqa_1_1455,5,public
iconqa_fill_in_blank_iconqa_1_1470,4,public
iconqa_fill_in_blank_iconqa_1_1481,o'clock,public
iconqa_fill_in_blank_iconqa_1_1482,2,public
iconqa_fill_in_blank_iconqa_1_1494,4,public
iconqa_fill_in_blank_iconqa_1_1516,3,public
iconqa_fill_in_blank_iconqa_1_1550,1,public
iconqa_fill_in_blank_iconqa_1_1554,8,public
iconqa_fill_in_blank_iconqa_1_1556,half,public
iconqa_fill_in_blank_iconqa_1_1563,6,public
iconqa_fill_in_blank_iconqa_1_1576,5,public
iconqa_fill_in_blank_iconqa_1_1620,40,public
iconqa_fill_in_blank_iconqa_1_1635,3,public
iconqa_fill_in_blank_iconqa_1_1643,5,public
iconqa_fill_in_blank_iconqa_1_1718,2,public
iconqa_fill_in_blank_iconqa_1_1728,half,public
iconqa_fill_in_blank_iconqa_1_1729,5,public
iconqa_fill_in_blank_iconqa_1_1731,4,public
iconqa_fill_in_blank_iconqa_1_1754,3,public
iconqa_fill_in_blank_iconqa_1_1780,4,public
iconqa_fill_in_blank_iconqa_1_1839,6,public
iconqa_fill_in_blank_iconqa_1_1857,8,public
iconqa_fill_in_blank_iconqa_1_1858,5,public
iconqa_fill_in_blank_iconqa_1_1879,80,public
iconqa_fill_in_blank_iconqa_1_1881,"1,000",public
iconqa_fill_in_blank_iconqa_1_1893,4,public
iconqa_fill_in_blank_iconqa_1_1917,6,public
iconqa_fill_in_blank_iconqa_1_2021,3,public
iconqa_fill_in_blank_iconqa_1_2044,3,public
iconqa_fill_in_blank_iconqa_1_2069,"1,000",public
iconqa_fill_in_blank_iconqa_1_2087,3,public
iconqa_fill_in_blank_iconqa_1_2167,3,public
iconqa_fill_in_blank_iconqa_1_2187,3,public
iconqa_fill_in_blank_iconqa_1_2196,o'clock,public
iconqa_fill_in_blank_iconqa_1_2199,5,public
iconqa_fill_in_blank_iconqa_1_2207,3,public
iconqa_fill_in_blank_iconqa_1_2232,8,public
iconqa_fill_in_blank_iconqa_1_2233,2,public
iconqa_fill_in_blank_iconqa_1_2261,3,public
iconqa_fill_in_blank_iconqa_1_2266,80,public
iconqa_fill_in_blank_iconqa_1_2281,2,public
iconqa_fill_in_blank_iconqa_1_2298,4,public
iconqa_fill_in_blank_iconqa_1_2299,70,public
iconqa_fill_in_blank_iconqa_1_2323,2,public
iconqa_fill_in_blank_iconqa_1_2364,12,public
iconqa_fill_in_blank_iconqa_1_2390,850,public
iconqa_fill_in_blank_iconqa_1_2394,6,public
iconqa_fill_in_blank_iconqa_1_2413,3,public
iconqa_fill_in_blank_iconqa_1_2418,5,public
iconqa_fill_in_blank_iconqa_1_2440,5,public
iconqa_fill_in_blank_iconqa_1_2442,16,public
iconqa_fill_in_blank_iconqa_1_2465,6,public
iconqa_fill_in_blank_iconqa_1_2472,2,public
iconqa_fill_in_blank_iconqa_1_2495,1,public
iconqa_fill_in_blank_iconqa_1_2533,11:00,public
iconqa_fill_in_blank_iconqa_1_2570,6,public
iconqa_fill_in_blank_iconqa_1_2574,80,public
iconqa_fill_in_blank_iconqa_1_2600,8,public
iconqa_fill_in_blank_iconqa_1_2603,47,public
iconqa_fill_in_blank_iconqa_1_2619,2,public
iconqa_fill_in_blank_iconqa_1_2621,2,public
iconqa_fill_in_blank_iconqa_1_2625,1,public
iconqa_fill_in_blank_iconqa_1_2633,10,public
iconqa_fill_in_blank_iconqa_1_2654,5,public
iconqa_fill_in_blank_iconqa_1_2661,5,public
iconqa_fill_in_blank_iconqa_1_2684,5,public
iconqa_fill_in_blank_iconqa_1_2708,4,public
iconqa_fill_in_blank_iconqa_1_2745,2,public
iconqa_fill_in_blank_iconqa_1_2771,90,public
iconqa_fill_in_blank_iconqa_1_2786,2,public
iconqa_fill_in_blank_iconqa_1_2787,6,public
iconqa_fill_in_blank_iconqa_1_2792,60,public
iconqa_fill_in_blank_iconqa_1_2799,6,public
iconqa_fill_in_blank_iconqa_1_2804,5,public
iconqa_fill_in_blank_iconqa_1_2818,"1,000",public
iconqa_fill_in_blank_iconqa_1_2859,8,public
iconqa_fill_in_blank_iconqa_1_2872,10:30,public
iconqa_fill_in_blank_iconqa_1_2874,8,public
iconqa_fill_in_blank_iconqa_1_2885,3,public
iconqa_fill_in_blank_iconqa_1_2932,2,public
iconqa_fill_in_blank_iconqa_1_2940,2,public
iconqa_fill_in_blank_iconqa_1_2947,20,public
iconqa_fill_in_blank_iconqa_1_2952,3,public
iconqa_fill_in_blank_iconqa_1_2957,2,public
iconqa_fill_in_blank_iconqa_1_2986,5,public
iconqa_fill_in_blank_iconqa_1_2988,4,public
iconqa_fill_in_blank_iconqa_1_3016,3,public
iconqa_fill_in_blank_iconqa_1_3033,2,public
iconqa_fill_in_blank_iconqa_1_3037,6,public
iconqa_fill_in_blank_iconqa_1_3051,3,public
iconqa_fill_in_blank_iconqa_1_3059,3,public
iconqa_fill_in_blank_iconqa_1_3075,80,public
iconqa_fill_in_blank_iconqa_1_3095,5,public
iconqa_fill_in_blank_iconqa_1_3108,5,public
iconqa_fill_in_blank_iconqa_1_3127,2,public
iconqa_fill_in_blank_iconqa_1_3147,2,public
iconqa_fill_in_blank_iconqa_1_3148,2,public
iconqa_fill_in_blank_iconqa_1_3166,5,public
iconqa_fill_in_blank_iconqa_1_3178,4,public
iconqa_fill_in_blank_iconqa_1_3244,2,public
iconqa_fill_in_blank_iconqa_1_3297,3,public
iconqa_fill_in_blank_iconqa_1_3300,20,public
iconqa_fill_in_blank_iconqa_1_3305,4,public
iconqa_fill_in_blank_iconqa_1_3315,43,public
iconqa_fill_in_blank_iconqa_1_3366,4,public
iconqa_fill_in_blank_iconqa_1_3397,3,public
iconqa_fill_in_blank_iconqa_1_3416,2,public
iconqa_fill_in_blank_iconqa_1_3452,5,public
iconqa_fill_in_blank_iconqa_1_3471,25,public
iconqa_fill_in_blank_iconqa_1_3503,3,public
iconqa_fill_in_blank_iconqa_1_3525,80,public
iconqa_fill_in_blank_iconqa_1_3527,4,public
iconqa_fill_in_blank_iconqa_1_3529,10,public
iconqa_fill_in_blank_iconqa_1_3549,3,public
iconqa_fill_in_blank_iconqa_1_3560,25,public
iconqa_fill_in_blank_iconqa_1_3587,2,public
iconqa_fill_in_blank_iconqa_1_3589,8,public
iconqa_fill_in_blank_iconqa_1_3623,6,public
iconqa_fill_in_blank_iconqa_1_3624,7,public
iconqa_fill_in_blank_iconqa_1_3626,2,public
funsd_funsd_1_0_27_26_2,title,public
funsd_funsd_1_0_27_26_13,value,public
funsd_funsd_1_0_27_26_26,key,public
funsd_funsd_1_1_63_58_2,value,public
funsd_funsd_1_1_63_58_20,value,public
funsd_funsd_1_1_63_58_33,value,public
funsd_funsd_1_2_35_35_2,key,public
funsd_funsd_1_2_35_35_9,value,public
funsd_funsd_1_2_35_35_25,value,public
funsd_funsd_1_2_35_35_31,value,public
funsd_funsd_1_3_41_40_9,value,public
funsd_funsd_1_3_41_40_15,value,public
funsd_funsd_1_3_41_40_17,value,public
funsd_funsd_1_3_41_40_18,value,public
funsd_funsd_1_4_41_41_23,key,public
funsd_funsd_1_5_42_42_0,value,public
funsd_funsd_1_5_42_42_5,title,public
funsd_funsd_1_5_42_42_20,key,public
funsd_funsd_1_5_42_42_34,key,public
funsd_funsd_1_5_42_42_42,value,public
funsd_funsd_1_6_69_69_7,value,public
funsd_funsd_1_6_69_69_11,title,public
funsd_funsd_1_6_69_69_18,key,public
funsd_funsd_1_6_69_69_30,value,public
funsd_funsd_1_6_69_69_32,value,public
funsd_funsd_1_6_69_69_41,key,public
funsd_funsd_1_6_69_69_46,value,public
funsd_funsd_1_6_69_69_53,value,public
funsd_funsd_1_6_69_69_54,value,public
funsd_funsd_1_6_69_69_60,other,public
funsd_funsd_1_7_104_104_0,key,public
funsd_funsd_1_7_104_104_16,key,public
funsd_funsd_1_7_104_104_30,value,public
funsd_funsd_1_7_104_104_34,value,public
funsd_funsd_1_7_104_104_58,value,public
funsd_funsd_1_7_104_104_64,value,public
funsd_funsd_1_8_46_46_3,key,public
funsd_funsd_1_8_46_46_10,value,public
funsd_funsd_1_8_46_46_13,key,public
funsd_funsd_1_8_46_46_14,value,public
funsd_funsd_1_8_46_46_17,value,public
funsd_funsd_1_8_46_46_27,value,public
funsd_funsd_1_8_46_46_28,value,public
funsd_funsd_1_8_46_46_32,value,public
funsd_funsd_1_8_46_46_34,value,public
funsd_funsd_1_8_46_46_44,value,public
funsd_funsd_1_9_18_18_4,key,public
funsd_funsd_1_9_18_18_5,key,public
funsd_funsd_1_10_17_17_2,key,public
funsd_funsd_1_10_17_17_14,key,public
funsd_funsd_1_10_17_17_16,key,public
funsd_funsd_1_11_35_34_5,title,public
funsd_funsd_1_11_35_34_7,value,public
funsd_funsd_1_11_35_34_18,value,public
funsd_funsd_1_12_16_13_10,key,public
funsd_funsd_1_13_23_23_12,key,public
funsd_funsd_1_13_23_23_16,key,public
funsd_funsd_1_14_32_32_2,key,public
funsd_funsd_1_14_32_32_18,value,public
funsd_funsd_1_15_50_50_11,value,public
funsd_funsd_1_15_50_50_16,value,public
